30,30,10,11,1,3,d,n
29,31,10,6,2,2,n,n
31,29,10,4,5,1,n,d
32,28,8,9,1,2,c,n
30,30,5,9,1,3,c,n
27,33,2,9,1,5,d,n
26,34,2,8,1,5,d,n
25,35,12,2,5,5,n,n
30,30,10,13,1,3,d,n
29,31,13,3,4,1,n,d
30,30,7,14,1,4,d,n
29,31,8,4,5,2,n,d
31,29,2,9,1,5,d,n
30,30,11,3,5,1,n,d
31,29,8,5,5,1,n,d
32,28,6,2,5,4,n,c
37,23,13,2,5,1,n,d
38,22,10,9,1,1,n,n
39,21,2,5,5,5,n,n
34,26,2,12,5,5,n,n
29,31,3,4,4,5,d,n
25,35,14,7,2,1,n,d
26,34,14,14,1,1,n,n
26,34,7,8,1,2,c,n
24,36,12,13,1,1,n,n
23,37,7,2,5,2,n,c
28,32,10,4,5,3,n,d
31,29,3,10,1,5,d,n
30,30,13,13,1,5,d,n
29,31,3,9,1,5,d,n
28,32,6,2,5,2,n,c
33,27,4,5,5,5,n,n
28,32,2,13,1,5,d,n
27,33,13,14,1,1,n,n
26,34,5,9,1,3,c,n
23,37,10,5,5,1,n,d
24,36,7,5,5,4,n,c
29,31,6,12,1,3,d,n
28,32,10,2,5,2,n,d
30,30,6,2,5,4,n,c
35,25,6,8,1,2,c,n
33,27,8,8,1,3,d,n
32,28,11,8,5,5,n,n
37,23,13,11,1,5,d,n
36,24,5,9,1,3,d,n
35,25,4,12,1,5,d,n
34,26,4,12,1,5,d,n
33,27,14,10,1,5,d,n
32,28,4,2,5,5,n,n
37,23,8,5,5,3,n,d
40,20,12,4,5,5,n,n
45,15,8,10,1,2,d,n
44,16,8,6,2,3,c,n
47,13,7,13,1,2,d,n
46,14,7,10,5,2,n,c
41,19,9,11,1,1,n,n
40,20,7,5,5,4,n,c
45,15,9,11,1,2,d,n
44,16,13,8,1,1,n,n
45,15,6,14,1,2,d,n
44,16,6,10,1,4,d,n
43,17,14,7,2,1,n,d
44,16,7,6,2,3,c,n
47,13,14,5,5,4,n,d
51,9,12,6,2,1,n,d
52,8,2,6,2,2,n,n
50,10,4,3,5,2,n,c
55,5,6,2,4,2,n,d
57,3,5,11,1,2,d,n
56,4,5,11,1,2,d,n
55,5,11,12,1,4,d,n
54,6,9,9,1,2,d,n
53,7,7,2,5,2,n,c
58,2,5,4,2,2,n,n
