30,30,11,4,4,1,n,d
31,29,8,10,2,1,n,d
32,28,12,5,4,1,n,d
33,27,3,5,5,5,n,n
28,32,8,3,4,3,n,d
31,29,7,2,3,3,n,n
34,26,13,9,5,1,n,d
35,25,9,12,1,1,n,n
34,26,9,4,4,2,n,d
36,24,11,4,4,1,n,d
37,23,9,7,3,2,n,d
39,21,2,12,1,5,d,n
38,22,2,8,5,5,n,n
33,27,10,11,2,3,d,n
31,29,13,9,5,1,n,d
32,28,10,2,3,1,n,d
33,27,6,8,3,4,d,n
30,30,5,6,3,2,n,c
27,33,7,3,5,2,n,c
32,28,8,12,1,3,d,n
31,29,2,7,3,5,d,n
28,32,2,5,4,5,d,n
24,36,9,5,4,3,n,d
27,33,12,5,4,4,n,n
31,29,13,10,2,1,n,d
32,28,8,9,2,1,n,c
30,30,14,13,1,1,n,n
31,29,11,2,3,1,n,d
32,28,9,8,3,1,n,d
33,27,3,6,5,5,n,n
28,32,10,12,1,3,d,n
27,33,6,2,5,2,n,c
32,28,8,9,2,1,n,c
30,30,3,9,5,5,n,n
25,35,10,8,5,2,n,d
27,33,4,7,3,5,d,n
24,36,11,8,3,5,d,n
21,39,2,4,5,5,n,n
16,44,14,12,1,5,d,n
15,45,9,6,3,1,n,d
16,44,5,14,1,4,d,n
15,45,10,8,3,1,n,d
16,44,6,12,1,2,d,n
15,45,3,8,3,5,d,n
12,48,2,7,3,5,d,n
9,51,10,4,5,1,n,d
10,50,2,8,3,5,d,n
7,53,10,12,1,3,d,n
6,54,2,5,4,5,d,n
2,58,13,6,2,1,n,d
3,57,9,6,3,1,n,d
4,56,3,7,3,4,d,n
1,59,13,14,1,1,n,n
