30,30,6,5,5,4,n,d
34,26,3,4,5,5,n,n
29,31,14,10,1,1,n,n
30,30,3,4,5,5,n,n
25,35,11,5,5,1,n,d
26,34,3,3,5,5,n,n
26,34,10,3,5,1,n,d
27,33,13,14,1,1,n,n
26,34,7,8,1,4,d,n
25,35,9,3,4,3,n,d
28,32,9,13,1,3,d,n
27,33,3,4,5,5,n,n
22,38,14,7,2,4,d,n
20,40,9,12,1,1,n,n
19,41,3,5,5,5,n,n
14,46,2,10,1,5,d,n
13,47,8,7,2,3,c,n
16,44,7,7,2,3,c,n
16,44,7,14,1,4,d,n
15,45,13,3,5,5,n,n
20,40,12,14,5,1,n,d
21,39,11,5,5,5,n,n
26,34,8,11,1,1,n,n
25,35,6,2,4,3,n,d
28,32,6,13,1,4,d,n
27,33,4,4,5,5,n,n
27,33,7,10,1,4,d,n
26,34,10,11,1,3,d,n
25,35,13,10,1,1,n,n
26,34,2,3,5,5,n,n
21,39,2,11,1,5,d,n
20,40,4,6,2,5,d,n
18,42,8,9,1,1,n,n
17,43,13,11,1,5,d,n
16,44,5,4,5,2,n,c
21,39,6,8,1,4,d,n
20,40,2,4,4,5,d,n
16,44,11,3,5,1,n,d
17,43,4,7,2,5,d,n
15,45,12,14,1,4,d,n
14,46,8,12,1,1,n,n
13,47,4,9,1,5,d,n
12,48,4,11,1,5,d,n
11,49,13,7,2,5,d,n
9,51,2,6,2,5,d,n
7,53,11,4,5,1,n,d
8,52,5,9,1,2,d,n
7,53,2,2,5,5,n,n
7,53,8,2,5,3,n,d
10,50,5,11,5,3,n,c
5,55,5,9,1,2,d,n
4,56,10,12,1,1,n,n
3,57,7,9,1,3,d,n
2,58,13,10,1,1,n,n
3,57,4,11,1,3,d,n
2,58,13,12,1,1,n,n
3,57,6,8,1,2,d,n
2,58,7,3,2,2,n,n
4,56,4,8,1,4,d,n
3,57,11,4,3,1,n,d
4,56,12,12,1,1,n,n
4,56,12,14,1,1,n,n
3,57,13,13,1,1,n,n
3,57,3,14,1,3,d,n
2,58,2,13,1,2,d,n
1,59,4,11,1,1,n,n
