30,30,2,2,5,5,n,n
30,30,13,3,5,1,n,d
31,29,6,9,1,3,d,n
30,30,7,8,1,4,d,n
29,31,10,9,1,1,n,n
30,30,14,8,1,4,d,n
29,31,4,13,5,5,n,n
24,36,3,2,5,5,n,n
29,31,11,3,5,1,n,c
34,26,13,10,5,1,n,d
35,25,2,7,1,5,d,n
34,26,10,14,1,1,n,n
33,27,2,4,5,5,n,n
28,32,4,12,1,5,d,n
27,33,3,4,5,5,n,n
22,38,8,14,5,3,n,d
25,35,4,9,1,5,d,n
24,36,11,11,1,1,n,n
24,36,14,13,1,1,n,n
25,35,10,4,5,2,n,d
27,33,11,14,1,1,n,n
26,34,5,10,1,4,d,n
25,35,12,6,1,1,n,n
26,34,3,12,1,5,d,n
25,35,8,6,1,2,c,n
27,33,8,4,5,3,n,d
30,30,6,5,1,4,c,n
34,26,6,10,5,2,n,c
29,31,2,13,1,5,d,n
28,32,12,8,1,5,d,n
27,33,2,10,1,5,d,n
26,34,13,4,5,1,n,d
27,33,10,4,5,3,n,d
30,30,10,13,5,2,n,d
32,28,11,8,1,1,n,n
33,27,7,6,1,4,c,n
37,23,11,13,1,1,n,n
36,24,6,2,5,3,n,c
41,19,8,9,1,3,d,n
40,20,8,13,1,3,d,n
39,21,10,6,1,3,c,n
42,18,8,10,1,2,d,n
41,19,5,10,1,3,d,n
40,20,2,4,5,5,n,n
35,25,10,10,5,2,n,d
37,23,13,6,1,1,n,n
38,22,3,4,5,5,n,n
33,27,9,12,1,1,n,n
32,28,2,14,1,5,d,n
31,29,4,14,1,5,d,n
30,30,12,14,1,5,d,n
29,31,12,10,1,1,n,n
30,30,11,8,1,1,n,n
31,29,3,14,1,5,d,n
30,30,8,14,1,1,n,n
29,31,13,6,1,5,c,n
34,26,6,10,1,4,d,n
33,27,3,12,1,5,d,n
32,28,11,7,1,1,n,n
33,27,4,14,1,5,d,n
32,28,13,7,1,5,d,n
31,29,4,6,1,5,c,n
26,34,11,14,1,5,d,n
25,35,6,11,1,4,d,n
24,36,4,11,1,5,d,n
23,37,11,2,5,4,n,d
27,33,2,5,1,5,c,n
22,38,2,9,1,5,d,n
21,39,14,12,5,4,n,d
25,35,12,6,1,5,c,n
30,30,13,14,1,1,n,n
29,31,9,7,1,2,d,n
28,32,13,7,1,1,n,n
29,31,12,4,5,1,n,d
30,30,7,4,5,2,n,c
35,25,12,12,5,5,n,n
35,25,11,13,1,1,n,n
34,26,10,3,5,1,n,d
35,25,6,2,5,2,n,c
40,20,11,6,1,1,n,n
41,19,7,2,1,4,c,n
45,15,5,6,1,2,c,n
43,17,7,13,5,3,n,c
38,22,5,2,5,2,n,c
43,17,12,3,5,1,n,d
44,16,8,3,1,3,c,n
47,13,6,11,5,2,n,c
42,18,6,12,1,3,d,n
41,19,10,13,1,1,n,n
40,20,2,13,1,5,d,n
39,21,7,13,1,4,d,n
38,22,13,13,1,1,n,n
38,22,10,11,1,2,d,n
37,23,9,3,5,2,n,d
39,21,9,11,1,1,n,n
38,22,2,14,1,5,d,n
37,23,5,6,1,2,c,n
35,25,11,3,5,1,n,d
36,24,7,5,1,4,c,n
40,20,8,8,1,2,d,n
39,21,12,14,5,1,n,d
40,20,2,2,5,5,n,n
40,20,10,9,1,3,d,n
39,21,13,10,1,4,d,n
38,22,6,6,1,2,c,n
38,22,8,6,1,1,n,n
39,21,12,10,1,1,n,n
40,20,13,13,1,4,d,n
39,21,12,11,1,4,d,n
38,22,2,12,1,5,d,n
37,23,7,5,5,2,n,c
42,18,9,2,1,2,c,n
44,16,10,5,1,1,n,n
45,15,11,14,5,1,n,d
46,14,6,14,1,2,d,n
45,15,10,14,1,2,d,n
44,16,8,9,1,3,d,n
43,17,3,5,5,5,n,n
38,22,8,14,1,1,n,n
37,23,13,9,1,1,n,n
38,22,2,9,1,5,d,n
37,23,6,11,1,2,d,n
36,24,8,9,1,3,d,n
35,25,11,14,1,1,n,n
34,26,10,7,1,1,n,n
35,25,13,13,1,4,d,n
34,26,14,10,1,4,d,n
33,27,11,3,5,4,n,d
37,23,6,3,1,3,c,n
40,20,10,7,1,3,d,n
39,21,11,11,5,1,n,d
40,20,4,11,1,5,d,n
39,21,2,9,1,5,d,n
38,22,9,10,1,1,n,n
37,23,5,3,5,3,n,c
42,18,9,11,1,2,d,n
41,19,14,10,1,4,d,n
40,20,5,12,1,2,d,n
39,21,7,13,1,3,d,n
38,22,7,11,1,3,d,n
37,23,13,4,5,1,n,d
38,22,6,7,1,4,d,n
37,23,2,3,1,5,c,n
32,28,6,2,1,4,c,n
36,24,12,14,5,4,n,d
40,20,2,6,1,5,c,n
35,25,13,5,5,1,n,d
36,24,10,8,1,3,d,n
35,25,5,10,1,4,d,n
34,26,14,2,5,1,n,d
35,25,7,13,5,2,n,c
30,30,13,6,1,4,c,n
34,26,4,2,5,5,n,n
39,21,12,8,1,5,d,n
38,22,5,8,1,4,d,n
37,23,2,13,1,5,d,n
36,24,10,5,5,3,n,d
39,21,9,8,1,3,d,n
38,22,7,4,1,2,c,n
40,20,14,2,1,1,n,n
39,21,2,5,1,5,c,n
34,26,14,2,1,1,n,n
33,27,7,9,1,2,d,n
32,28,11,4,1,1,n,n
33,27,14,6,1,1,n,n
34,26,9,14,5,2,n,d
36,24,5,13,1,2,d,n
35,25,5,13,1,4,d,n
34,26,14,5,5,1,n,d
35,25,4,13,1,5,d,n
34,26,7,13,1,3,d,n
33,27,11,5,5,4,n,d
37,23,12,12,5,1,n,d
38,22,13,10,1,1,n,n
39,21,13,10,1,1,n,n
40,20,9,5,5,3,n,d
43,17,11,11,1,1,n,n
43,17,14,11,1,1,n,n
44,16,5,8,1,2,d,n
43,17,5,4,5,4,n,c
48,12,4,6,1,2,c,n
46,14,6,4,1,2,c,n
48,12,3,9,1,2,d,n
47,13,12,7,1,1,n,n
48,12,10,5,1,2,c,n
50,10,2,3,1,2,c,n
48,12,6,9,1,2,d,n
47,13,11,5,1,4,c,n
51,9,10,12,5,2,n,d
53,7,11,5,5,4,n,d
57,3,4,8,1,2,d,n
56,4,11,3,4,1,n,d
57,3,14,11,3,1,n,d
58,2,12,9,1,1,n,n
59,1,13,5,1,1,n,n
