30,30,4,10,5,5,n,n
25,35,11,11,1,1,n,n
25,35,11,14,1,1,n,n
24,36,14,12,1,1,n,n
25,35,13,6,1,1,n,n
26,34,3,5,1,5,d,n
25,35,13,3,5,1,n,d
26,34,13,4,5,4,n,d
30,30,7,2,5,4,n,c
35,25,4,7,1,5,d,n
34,26,6,10,1,4,d,n
33,27,10,2,5,2,n,d
35,25,5,14,1,3,d,n
34,26,13,6,1,1,n,n
35,25,10,4,5,3,n,d
38,22,9,8,5,1,n,d
39,21,6,4,5,4,n,c
44,16,7,13,1,2,d,n
43,17,5,3,5,4,n,c
48,12,12,5,1,1,n,n
49,11,6,4,5,2,n,c
54,6,8,10,1,2,d,n
53,7,13,12,1,1,n,n
54,6,11,6,1,4,d,n
53,7,13,2,5,1,n,d
54,6,9,6,5,2,n,d
56,4,11,9,1,4,d,n
55,5,12,5,1,1,n,n
56,4,9,14,1,2,d,n
55,5,9,3,5,2,n,d
57,3,5,4,3,2,n,d
59,1,9,5,1,1,n,n
